C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
1,N. Kucher,RW,TB,82,41,87,128,62,0,7,4,15,33,0,0,0,8,0,1,0,246,24,128,1.6,12,9.5,
2,C. McDavi,C,EDM,78,41,75,116,20,0,4,2,9,24,1,1,3,9,0,3,0,240,3,116,1.5,14,12.5,
3,P. Kane,RW,CHI,81,44,66,110,22,0,4,2,9,21,0,0,3,7,0,4,1,341,2,112,1.4,9.8,10.5,
4,L. Draisa,C,EDM,82,50,55,105,52,0,4,1,16,13,3,0,3,5,0,0,1,231,2,107,1.3,9,8.5,
5,J. Gaudre,LW,CAL,82,36,63,99,24,0,2,0,6,21,0,0,3,8,0,2,2,245,18,103,1.3,6.75,6.75,
6,S. Crosby,C,PIT,79,35,65,100,36,0,5,1,12,17,0,2,1,3,0,2,1,220,18,102,1.3,9,8.7,
7,B. Marcha,LW,BOS,79,36,64,100,96,10,5,1,10,24,3,4,3,9,0,2,0,231,15,100,1.3,7.5,6.13,
8,S. Stamko,C,TB,82,45,53,98,37,5,3,2,19,21,2,0,0,6,0,1,1,234,4,100,1.2,9.5,8.5,
9,A. Barkov,C,FLA,82,35,61,96,8,0,10,3,13,18,0,1,2,5,0,1,2,206,-3,100,1.2,6.9,5.9,
10,N. MacKin,C,COL,82,41,58,99,34,0,4,1,12,25,0,0,1,6,0,4,0,365,20,99,1.2,6.75,6.3,
11,A. Ovechk,LW,WAS,81,51,38,89,40,0,4,2,18,10,0,0,0,5,0,4,3,338,7,95,1.2,10,9.54,
12,B. Point,C,TB,79,41,51,92,28,0,6,0,20,15,0,0,2,7,0,1,1,191,27,94,1.2,-,-,
13,M. Marner,RW,TOR,82,26,68,94,22,0,2,0,3,18,1,2,0,5,0,4,0,233,22,94,1.1,16,10.89,
14,B. Wheele,RW,WIN,82,20,71,91,60,10,1,0,2,31,2,1,0,3,0,3,1,231,0,93,1.1,10,8.25,
15,J. Tavare,C,TOR,82,47,41,88,34,0,2,0,10,9,0,0,1,8,0,0,2,286,19,92,1.1,15.9,11,
16,J. Huberd,LW,FLA,82,30,62,92,40,0,8,4,11,23,0,0,0,5,0,1,0,226,-14,92,1.1,6.2,5.9,
17,M. Rantan,RW,COL,74,31,56,87,54,0,2,2,16,17,0,0,1,4,0,3,0,193,13,87,1.2,-,-,
18,A. Panari,LW,NYR,79,28,59,87,23,5,3,2,6,12,0,0,4,8,0,1,0,191,14,87,1.1,14,11.64,
19,D. Pastrn,RW,BOS,66,38,43,81,32,0,3,0,17,16,0,0,0,4,0,1,3,235,6,87,1.3,6.8,6.67,
20,C. Giroux,RW,PHI,82,22,63,85,24,0,4,1,2,21,1,0,1,4,0,1,0,229,9,85,1,8,8.28,
21,S. Aho,RW,CAR,82,30,53,83,26,0,3,0,3,21,4,1,3,7,0,5,1,243,25,85,1,12,8.45,
22,J. Toews,C,CHI,82,35,46,81,40,0,4,3,9,14,1,0,2,5,0,3,2,235,2,85,1,9.8,10.5,
23,M. Scheif,C,WIN,82,38,46,84,38,0,2,1,12,11,0,3,3,6,0,2,0,199,8,84,1,6.75,6.13,
24,P. Kessel,RW,ARI,82,27,55,82,28,0,3,1,12,24,0,0,2,10,0,0,1,215,-19,84,1,7,8,
25,B. Burns,D,SJ,82,16,67,83,34,0,0,0,7,21,1,4,2,6,0,0,0,300,13,83,1,10,8,
26,S. Monaha,C,CAL,78,34,48,82,12,0,4,3,12,11,0,0,0,5,0,2,0,211,7,82,1.1,6.75,6.38,
27,J. Eichel,C,BUF,77,28,54,82,26,0,8,4,8,18,0,0,2,2,0,2,0,303,-11,82,1.1,10,10,
28,P. Berger,C,BOS,65,32,47,79,30,0,2,0,9,18,4,3,1,3,0,5,1,205,23,81,1.2,4.38,6.88,
29,T. Seguin,C,DAL,82,33,47,80,18,0,3,1,9,18,0,0,2,8,0,3,0,334,17,80,1,13.5,9.85,
30,J. Guentz,LW,PIT,82,40,36,76,26,0,2,1,6,5,1,0,1,4,0,1,2,227,13,80,1,7,6,
31,M. Tkachu,LW,CAL,80,34,43,77,62,10,4,0,11,13,0,0,0,2,0,4,1,207,14,79,1,-,-,
32,R. O'Reil,C,STL,82,28,49,77,12,0,5,2,6,16,1,2,2,5,0,1,1,234,22,79,1,6,7.5,
33,E. Lindho,C,CAL,81,27,51,78,20,0,1,0,9,17,1,3,0,5,0,2,0,182,30,78,1,5.85,4.85,
34,S. Coutur,C,PHI,80,33,43,76,34,0,2,1,8,9,1,0,1,5,0,1,1,223,2,78,1,4.5,4.33,
35,T. Hertl,C,SJ,77,35,39,74,18,0,2,0,11,4,1,1,1,5,0,3,2,176,5,78,1,6.25,5.63,
36,A. Debrin,LW,CHI,82,41,35,76,15,5,2,1,13,11,0,0,1,3,0,1,1,220,0,78,1,0.8,0.78,
37,G. Landes,LW,COL,73,34,41,75,51,5,4,0,10,17,0,0,0,9,0,2,1,243,17,77,1.1,6,5.57,
38,M. Zibane,C,NYR,82,30,44,74,47,0,11,5,11,12,2,0,0,5,0,2,1,236,-12,76,0.9,5.35,5.35,
39,N. Backst,C,WAS,80,22,52,74,30,0,5,3,7,18,0,0,1,5,0,2,1,169,2,76,0.9,8,6.7,
40,T. Terava,C,CAR,82,21,55,76,12,0,0,0,8,16,1,4,1,1,0,1,0,167,30,76,0.9,6.25,5.4,
41,M. Giorda,D,CAL,78,17,57,74,69,5,0,0,3,18,4,2,0,2,0,0,0,221,39,74,0.9,6.75,6.75,
42,A. Radulo,RW,DAL,70,29,43,72,54,0,3,0,7,16,0,0,1,7,0,4,1,209,22,74,1.1,6.6,6.25,
43,A. Matthe,C,TOR,68,37,36,73,12,0,2,1,12,8,0,0,2,5,0,0,0,251,-9,73,1.1,15.9,11.63,
44,C. Atkins,RW,CLB,80,41,28,69,20,0,3,2,8,6,4,0,0,8,0,3,2,295,3,73,0.9,7.38,5.88,
45,M. Stone,RW,VEG,77,33,40,73,27,5,0,0,6,14,1,0,1,4,0,1,0,199,17,73,0.9,12,9.5,
46,D. Larkin,C,DET,76,32,41,73,75,5,4,1,7,8,2,1,4,4,0,3,0,287,-6,73,1,7,6.1,
47,D. Krejci,C,BOS,81,20,53,73,16,0,1,0,6,10,0,0,1,4,0,0,0,139,7,73,0.9,7,7.25,
48,M. Rielly,D,TOR,82,20,52,72,14,0,0,0,3,18,0,0,2,5,0,0,0,223,24,72,0.9,5,5,
49,M. Domi,C,MON,82,28,44,72,80,10,1,0,4,7,0,0,0,2,0,2,0,203,20,72,0.9,3.15,3.15,
50,L. Coutur,C,SJ,81,27,43,70,22,0,3,0,6,12,2,0,0,3,0,1,1,204,-6,72,0.9,10,8,
51,E. Malkin,C,PIT,68,21,51,72,89,5,3,0,9,17,0,0,0,5,0,1,0,187,-25,72,1.1,9.5,9.5,
52,E. Kuznet,C,WAS,76,21,51,72,50,0,5,3,8,15,0,0,2,3,0,1,0,193,7,72,0.9,8.4,7.8,
53,R. Nugent,C,EDM,82,28,41,69,26,0,6,3,8,18,1,2,0,3,0,0,1,208,-13,71,0.9,6,6,
54,E. Dadono,RW,FLA,82,28,42,70,8,0,0,0,8,9,0,0,0,4,0,2,0,195,-6,70,0.9,3.6,4,
55,V. Tarase,RW,STL,76,33,35,68,22,0,4,0,12,10,0,0,1,5,0,0,1,275,8,70,0.9,9.5,7.5,
56,M. Hoffma,LW,FLA,82,36,34,70,30,0,1,0,17,18,0,0,3,6,0,0,0,253,-24,70,0.9,5.65,5.19,
57,J. Carlso,D,WAS,80,13,57,70,34,0,1,0,3,30,0,0,0,1,0,1,0,185,21,70,0.9,12,8,
58,M. Duchen,C,NAS,73,31,39,70,8,0,0,0,6,8,0,0,0,1,0,2,0,172,-3,70,1,8,8,
59,K. Connor,LW,WIN,82,34,32,66,18,0,3,2,11,8,1,0,0,5,0,4,1,227,-7,68,0.8,-,-,
60,E. Petter,C,VAN,71,28,38,66,12,0,10,3,10,12,0,0,1,7,0,0,1,144,3,68,1,0.93,0.93,
61,S. Reinha,RW,BUF,82,22,43,65,16,0,6,3,2,13,0,0,0,1,0,2,1,180,-10,67,0.8,3.75,3.65,
62,J. Vorace,RW,PHI,78,20,46,66,25,0,4,1,4,14,0,0,0,2,0,1,0,210,-16,66,0.8,9.25,8.25,
63,J. Pavels,C,DAL,75,38,26,64,22,0,3,0,12,9,1,0,1,6,0,2,1,188,-4,66,0.9,8,7,
64,T. Meier,RW,SJ,78,30,36,66,55,5,0,0,6,4,0,1,2,2,0,0,0,250,9,66,0.8,4,6,
65,J. Skinne,LW,BUF,82,40,23,63,36,0,1,0,8,8,0,0,3,7,0,1,1,268,0,65,0.8,10,9,
66,R. Johans,C,NAS,80,14,50,64,42,0,4,3,0,16,1,1,1,6,0,0,0,136,7,64,0.8,8,8,
67,M. Barzal,C,NYI,82,18,44,62,46,0,9,2,3,15,0,0,1,3,0,0,1,179,-5,64,0.8,0.83,0.86,
68,K. Yandle,D,FLA,82,9,53,62,50,0,0,0,7,32,0,0,0,2,0,0,0,199,-17,62,0.8,5.75,6.35,
69,J. Marche,C,VEG,82,25,34,59,52,0,3,0,5,11,0,0,1,6,0,4,1,278,2,61,0.7,6,5,
70,Z. Parise,LW,MIN,74,28,33,61,26,0,5,1,10,6,0,2,0,5,0,2,0,229,-2,61,0.8,9,7.54,
71,P. Dubois,C,CLB,82,27,34,61,64,0,1,1,2,7,0,0,1,5,0,1,0,174,16,61,0.7,0.83,0.89,
72,B. Horvat,C,VAN,82,27,34,61,33,5,6,0,7,11,2,1,2,3,0,1,0,227,-4,61,0.7,5.78,5.5,
73,G. Nyquis,RW,CLB,81,22,38,60,12,0,6,1,2,10,0,0,1,3,0,2,0,204,1,60,0.7,6,5.5,
74,A. Kopita,C,LA,81,22,38,60,30,0,7,3,1,18,2,0,0,3,0,2,0,156,-20,60,0.7,11,10,
75,E. Gustaf,D,CHI,79,17,43,60,34,0,0,0,4,14,0,0,2,3,0,0,0,160,-6,60,0.8,1.4,1.2,
76,T. Barrie,D,TOR,78,14,45,59,36,0,0,0,2,23,0,0,0,2,0,0,0,218,-3,59,0.8,6,5.5,
77,K. Labanc,RW,SJ,82,17,39,56,36,0,0,0,2,18,0,0,2,4,0,0,1,130,-1,58,0.7,1,1,
78,T. Tatar,LW,MON,80,25,33,58,34,0,2,0,4,4,0,0,0,4,0,1,0,195,21,58,0.7,5.5,5.3,
79,B. Boeser,RW,VAN,69,26,30,56,22,0,9,2,6,9,0,0,1,3,0,1,1,209,-2,58,0.8,4,5.88,
80,D. Strome,C,CHI,78,20,37,57,20,0,0,0,6,10,0,0,0,3,0,1,0,145,-8,57,0.7,0.83,0.86,
81,J. Bailey,RW,NYI,82,16,40,56,21,5,9,3,2,12,1,0,1,4,0,1,0,126,8,56,0.7,6,5,
82,K. Letang,D,PIT,65,16,40,56,48,0,2,0,2,17,1,1,1,3,0,3,0,206,13,56,0.9,7.25,7.25,
83,W. Karlss,C,VEG,82,24,32,56,16,0,4,1,7,7,1,2,0,5,0,0,0,169,1,56,0.7,5.9,5.9,
84,E. Kane,LW,SJ,75,30,26,56,153,15,0,0,5,6,1,1,0,1,0,0,0,268,-4,56,0.7,8,7,
85,R. Dzinge,C,CAR,78,26,30,56,29,5,0,0,5,6,0,0,2,5,0,0,0,159,-9,56,0.7,3.25,3.38,
86,R. Josi,D,NAS,82,15,41,56,42,0,0,0,2,10,0,1,0,4,0,3,0,274,9,56,0.7,4,4,
87,P. Laine,RW,WIN,82,30,20,50,42,0,3,2,15,8,0,0,0,3,0,2,3,245,-24,56,0.7,-,-,
88,K. Hayes,C,PHI,71,19,36,55,12,0,4,1,3,8,2,1,1,2,0,3,0,156,-2,55,0.8,9,7.14,
89,T. Chabot,D,OTT,70,14,41,55,32,0,1,0,1,15,1,0,1,2,0,0,0,185,-12,55,0.8,0.83,0.86,
90,J. Benn,LW,DAL,78,27,26,53,56,10,3,1,8,3,0,0,0,2,0,1,1,189,14,55,0.7,13,9.5,
91,P. Danaul,C,MON,81,12,41,53,39,5,0,0,0,4,0,2,0,1,0,0,1,132,17,55,0.7,3,3.08,
92,B. Gallag,RW,MON,82,33,19,52,49,5,0,0,4,3,0,0,0,4,0,1,1,302,10,54,0.7,4,3.75,
93,A. Athana,LW,DET,76,30,24,54,38,0,2,2,3,8,0,0,1,4,0,1,0,216,-9,54,0.7,3,3,
94,T. Oshie,RW,WAS,69,25,29,54,36,0,5,2,6,8,1,0,0,4,0,4,0,143,5,54,0.8,6.5,5.75,
95,M. Granlu,LW,NAS,79,16,38,54,24,0,0,0,2,18,2,0,1,5,0,2,0,189,-8,54,0.7,6.5,5.75,
96,B. Schenn,C,STL,72,17,37,54,40,10,1,0,4,8,0,0,1,5,0,0,0,159,3,54,0.8,4.5,5.13,
97,V. Hedman,D,TB,70,12,42,54,44,0,5,4,2,23,0,1,2,4,0,0,0,182,24,54,0.8,8,7.88,
98,N. Nieder,RW,CAR,82,23,30,53,30,0,0,0,6,9,0,0,0,3,0,0,0,184,-4,53,0.6,5.85,5.25,
99,B. Nelson,C,NYI,82,25,28,53,28,0,6,1,2,6,1,0,1,3,0,2,0,181,20,53,0.6,8,6,
100,D. Brown,RW,LA,72,22,29,51,24,0,4,0,9,3,1,1,2,3,0,1,1,180,-17,53,0.7,5.5,5.88,
101,T. Krug,D,BOS,64,6,47,53,33,5,1,0,2,28,0,0,1,2,0,0,0,151,-2,53,0.8,5,5.25,
102,R. Smith,RW,VEG,74,19,34,53,14,0,0,0,4,10,1,3,0,1,0,1,0,178,13,53,0.7,5,5,
103,J. Willia,RW,CAR,82,23,30,53,44,0,2,0,9,5,0,0,0,5,0,0,0,237,-4,53,0.6,-,-,
104,J. Drouin,LW,MON,81,18,35,53,26,0,3,2,3,13,0,0,1,3,0,2,0,190,-8,53,0.7,5.5,5.5,
105,J. Thornt,C,SJ,73,16,35,51,20,0,0,0,3,12,0,0,0,4,0,1,1,90,8,53,0.7,2,2,
106,C. Kreide,LW,NYR,79,28,24,52,57,0,0,0,7,5,0,0,0,2,0,1,0,201,4,52,0.7,4,4.63,
107,E. Staal,C,MIN,81,22,30,52,34,0,0,0,7,8,0,1,0,6,0,0,0,215,-7,52,0.6,3.5,3.25,
108,F. Forsbe,LW,NAS,64,28,22,50,26,0,4,1,7,3,2,0,1,4,0,3,1,217,8,52,0.8,6,6,
109,J. van Ri,LW,PHI,66,27,21,48,18,0,3,0,8,5,0,0,0,4,0,1,2,167,-10,52,0.8,8,7,
110,A. Tuch,RW,VEG,74,20,32,52,8,0,2,1,3,3,0,0,1,6,0,1,0,180,13,52,0.7,4.75,4.75,
111,A. Lee,LW,NYI,82,28,23,51,58,10,0,0,10,6,0,0,0,5,0,2,0,204,20,51,0.6,9,7,
112,C. Soderb,C,ARI,82,23,26,49,26,0,1,1,2,8,3,0,0,2,0,3,1,188,-5,51,0.6,4,4.75,
113,K. Palmie,RW,NJ,74,27,23,50,42,0,6,2,11,7,0,0,0,2,0,0,0,224,-9,50,0.7,5,4.65,
114,V. Arvids,RW,NAS,58,34,14,48,26,0,0,0,3,1,2,1,0,7,0,4,1,195,12,50,0.9,4.25,4.25,
115,J. Trouba,D,NYR,82,8,42,50,58,0,0,0,3,15,1,2,1,1,0,1,0,162,8,50,0.6,12,8,
116,A. Mantha,RW,DET,67,25,23,48,30,10,0,0,7,6,0,0,1,1,0,1,1,198,-8,50,0.7,3.3,3.3,
117,T. Johnso,C,TB,80,29,18,47,28,0,1,0,1,7,1,0,0,4,0,3,1,163,15,49,0.6,5.5,5,
118,T. Bertuz,LW,DET,73,21,26,47,36,10,1,0,3,3,0,0,1,4,0,1,1,131,11,49,0.7,1.4,1.4,
119,T. Konecn,RW,PHI,82,24,25,49,40,10,1,0,4,4,0,0,1,3,0,1,0,182,-4,49,0.6,4,5.5,
120,A. Shaw,RW,CHI,63,19,28,47,71,5,0,0,3,3,0,0,0,3,0,0,1,135,17,49,0.8,3.25,3.9,
121,Y. Gourde,C,TB,80,22,26,48,66,20,0,0,5,4,1,1,1,5,0,2,0,130,9,48,0.6,6.3,5.17,
122,D. Perron,LW,STL,57,23,23,46,46,0,2,1,7,7,0,0,0,1,0,1,1,112,3,48,0.8,4.75,4,
123,C. Tierne,C,OTT,81,9,39,48,26,0,0,0,0,10,0,0,0,1,0,2,0,116,-22,48,0.6,2.98,2.94,
124,R. Getzla,C,ANA,67,14,34,48,58,10,3,1,1,10,0,0,1,2,0,1,0,133,-19,48,0.7,8.28,8.25,
125,N. Hischi,C,NJ,69,17,30,47,24,0,3,0,3,8,0,0,3,3,0,0,0,160,0,47,0.7,0.93,0.93,
126,J. Miller,C,VAN,75,13,34,47,30,0,2,2,4,16,0,0,0,4,0,0,0,108,8,47,0.6,6,5.25,
127,R. Suter,D,MIN,82,7,40,47,41,5,0,0,3,12,1,1,0,2,0,0,0,136,-8,47,0.6,9,7.54,
128,C. Keller,RW,ARI,82,14,33,47,24,0,4,0,1,18,0,0,0,5,0,0,0,200,-21,47,0.6,0.83,0.89,
129,J. Anderso,RW,CLB,82,27,20,47,60,10,0,0,3,4,2,1,0,5,0,4,0,230,25,47,0.6,2.1,1.85,
130,B. Saad,LW,CHI,80,23,24,47,12,0,0,0,5,1,3,0,0,3,0,2,0,195,-9,47,0.6,6.75,6,
131,M. Backlu,C,CAL,77,21,26,47,52,0,0,0,1,1,1,1,1,4,0,3,0,205,34,47,0.6,5.85,5.35,
132,J. Vrana,LW,WAS,82,24,23,47,27,5,1,1,1,3,0,0,0,4,0,0,0,161,20,47,0.6,3.7,3.35,
133,N. Kadri,C,COL,73,16,28,44,43,5,0,0,4,9,0,0,0,5,0,1,1,184,-2,46,0.6,4.5,4.5,
134,B. Connol,RW,FLA,81,22,24,46,24,0,0,0,1,1,0,0,0,5,0,0,0,139,13,46,0.6,3.5,3.5,
135,J. Petry,D,MON,82,13,33,46,28,0,0,0,3,8,0,1,2,4,0,1,0,172,-5,46,0.6,4,5.5,
136,T. Zajac,C,NJ,80,19,27,46,20,0,1,0,5,7,2,0,1,3,0,0,0,120,-25,46,0.6,5.75,5.75,
137,R. McDona,D,TB,82,9,37,46,34,0,0,0,0,3,0,3,0,1,0,2,0,128,38,46,0.6,8.4,6.75,
138,S. Jones,D,CLB,75,9,37,46,28,0,0,0,0,10,0,3,3,4,0,1,0,184,1,46,0.6,5.4,5.4,
139,R. Rakell,LW,ANA,69,18,25,43,27,0,4,1,6,7,0,0,1,2,0,0,1,194,-13,45,0.7,3.8,3.79,
140,D. Dought,D,LA,82,8,37,45,44,0,0,0,7,17,0,1,1,1,0,1,0,154,-34,45,0.5,12,11,
141,J. Klingb,D,DAL,64,10,35,45,12,0,2,0,5,15,0,0,0,5,0,0,0,153,6,45,0.7,5,4.25,
142,E. Karlss,D,SJ,53,3,42,45,22,0,0,0,2,18,0,0,0,1,0,0,0,169,6,45,0.8,14.5,11.5,
143,A. Johnss,LW,TOR,73,20,23,43,32,0,0,0,3,3,0,0,0,3,0,1,1,130,14,45,0.6,5,3.4,
144,B. Tkachu,LW,OTT,71,22,23,45,75,15,0,0,4,6,0,0,1,3,0,0,0,214,-10,45,0.6,0.93,0.93,
145,R. Dahlin,D,BUF,82,9,35,44,34,0,0,0,5,15,0,0,0,4,0,0,0,177,-13,44,0.5,0.93,0.93,
146,K. Kapane,RW,TOR,78,20,24,44,27,5,1,0,1,2,2,0,1,3,0,0,0,174,12,44,0.6,4.4,3.2,
147,Z. Werens,D,CLB,82,11,33,44,18,0,0,0,2,13,0,0,0,1,0,0,0,168,-12,44,0.5,4,5,
148,M. Ekholm,D,NAS,80,8,36,44,47,5,0,0,2,5,0,2,1,3,0,0,0,146,27,44,0.6,4,3.75,
149,J. Zucker,LW,MIN,81,21,21,42,28,0,4,1,7,7,0,0,1,5,0,1,1,214,-9,44,0.5,6.25,5.5,
150,O. Ekman-,D,ARI,81,14,30,44,52,0,0,0,5,14,1,2,0,2,0,1,0,176,-16,44,0.5,8,8.25,
151,J. Spurge,D,MIN,82,14,29,43,20,0,0,0,4,7,0,1,0,0,0,0,0,152,-1,43,0.5,5.5,5.19,
152,R. Ristol,D,BUF,78,5,38,43,38,0,0,0,1,16,0,0,1,2,0,0,0,182,-41,43,0.6,5.4,5.4,
153,J. Silfve,RW,ANA,73,24,19,43,28,0,2,0,3,8,2,1,1,4,0,2,0,163,-9,43,0.6,5.25,5.25,
154,A. Henriq,C,ANA,82,18,24,42,24,0,0,0,8,5,0,1,0,3,0,0,0,122,-5,42,0.5,5.83,5.83,
155,A. Killor,LW,TB,82,18,22,40,45,5,0,0,2,3,1,1,1,2,0,2,1,153,22,42,0.5,4.45,4.45,
156,P. Stastn,C,VEG,50,13,29,42,30,0,0,0,1,3,1,1,0,2,0,1,0,103,14,42,0.8,6.5,6.5,
157,B. Ryan,RW,OTT,78,15,27,42,35,5,1,0,7,9,0,0,0,1,0,1,0,160,-29,42,0.5,7.5,7.25,
158,J. DeBrus,LW,BOS,68,27,15,42,18,0,5,1,8,3,0,0,0,4,0,0,0,156,2,42,0.6,0.83,0.86,
159,A. Kerfoo,C,TOR,78,15,27,42,38,0,0,0,4,12,0,0,0,1,0,0,0,116,-9,42,0.5,5,3.5,
160,B. Little,C,WIN,82,15,26,41,26,0,1,0,4,3,0,2,1,5,0,0,0,126,-12,41,0.5,6.5,5.29,
161,Z. Hyman,LW,TOR,71,21,20,41,65,10,0,0,0,0,1,0,0,4,0,6,0,144,16,41,0.6,2.5,2.25,
162,A. Galche,C,PIT,72,19,22,41,34,0,6,3,9,12,0,0,1,4,0,1,0,159,-19,41,0.6,4.9,4.9,
163,R. Ellis,D,NAS,82,7,34,41,20,0,6,2,1,4,1,0,0,2,0,2,0,149,21,41,0.5,7.7,6.25,
164,C. Eakin,C,VEG,78,22,19,41,16,0,0,0,1,3,3,0,0,3,0,1,0,120,19,41,0.5,3.85,3.85,
165,V. Hinost,RW,ARI,72,16,23,39,14,0,4,2,3,2,0,0,0,3,0,2,1,152,-4,41,0.6,1.5,1.5,
166,N. Ehlers,LW,WIN,62,21,16,37,15,5,0,0,2,5,0,0,0,4,0,2,2,158,2,41,0.7,6.5,6,
167,D. Nurse,D,EDM,82,10,31,41,87,15,0,0,1,8,0,1,1,1,0,0,0,196,-5,41,0.5,3.2,3.2,
168,C. White,C,OTT,71,14,27,41,24,0,0,0,5,3,0,0,1,2,0,0,0,123,-24,41,0.6,4,4.75,
169,A. Pietra,D,STL,71,13,28,41,22,0,0,0,3,12,0,1,0,2,0,2,0,168,2,41,0.6,7.5,6.5,
170,M. Ferlan,LW,VAN,71,17,23,40,58,30,0,0,6,7,0,0,0,3,0,1,0,156,13,40,0.6,4.5,3.5,
171,D. Keith,D,CHI,82,6,34,40,70,5,0,0,0,3,0,1,1,1,0,0,0,141,13,40,0.5,3.5,5.54,
172,M. Pacior,LW,VEG,66,22,18,40,36,0,1,0,4,4,0,0,1,5,0,0,0,191,-13,40,0.6,10.5,7,
