C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
346,M. Wood,LW,NJ,63,10,14,24,91,10,0,0,1,2,0,0,0,1,0,1,0,159,-10,24,0.4,2.5,2.75,
347,D. Sprong,RW,ANA,63,14,9,23,10,0,1,1,2,3,0,0,1,3,0,0,0,125,-16,23,0.4,0.75,0.75,
348,T. Steche,D,VAN,78,2,21,23,32,0,0,0,0,2,1,0,0,0,0,1,0,105,9,23,0.3,2.33,2.33,
349,M. Nieto,LW,COL,64,4,19,23,8,0,0,0,0,0,1,2,0,1,0,0,0,86,2,23,0.4,1.98,1.98,
350,B. Leipsi,LW,WAS,62,7,16,23,24,0,1,0,1,3,0,0,0,1,0,0,0,92,-14,23,0.4,0.7,0.7,
351,R. Hainse,D,OTT,81,5,18,23,21,5,0,0,0,0,1,0,0,0,0,1,0,81,30,23,0.3,3.5,3.5,
352,D. Caggiu,LW,CHI,55,12,11,23,28,10,0,0,0,0,1,0,0,2,0,1,0,96,-5,23,0.4,1.5,1.5,
353,D. Brassa,C,NYI,70,14,9,23,39,0,1,0,2,3,0,0,0,0,0,2,0,110,-19,23,0.3,1.2,1.2,
354,F. Chytil,C,NYR,75,11,12,23,8,0,2,0,3,4,0,0,0,2,0,1,0,133,-22,23,0.3,0.93,0.89,
355,B. Howden,C,NYR,66,6,17,23,14,0,0,0,0,2,0,0,0,1,0,0,0,74,-16,23,0.3,0.83,0.86,
356,F. Hronek,D,DET,46,5,18,23,30,0,0,0,1,4,0,1,0,0,0,0,0,73,-10,23,0.5,0.7,0.71,
357,B. Perlin,LW,CHI,68,14,7,21,28,0,0,0,2,2,0,0,0,0,0,1,1,117,-17,23,0.3,0.87,0.87,
358,C. Clutte,RW,NYI,73,8,15,23,44,0,0,0,3,0,0,1,0,2,0,2,0,95,6,23,0.3,3.5,3.5,
359,K. Turris,C,NAS,55,7,16,23,33,5,5,1,4,2,0,0,1,1,0,0,0,78,-6,23,0.4,6,6,
360,B. Dumoul,D,PIT,76,3,20,23,20,0,0,0,0,0,0,4,0,0,0,0,0,99,31,23,0.3,4.1,4.1,
361,B. Coburn,D,TB,74,4,19,23,34,0,0,0,0,0,0,0,0,0,0,0,0,113,4,23,0.3,1.8,1.7,
362,A. Lowry,C,WIN,78,12,11,23,33,15,0,0,0,0,1,2,0,3,0,0,0,105,6,23,0.3,2.75,2.92,
363,L. Glende,C,DET,78,10,13,23,15,5,0,0,0,0,1,2,0,1,0,0,0,102,2,23,0.3,1.7,1.8,
364,N. Dowd,C,WAS,64,8,14,22,20,0,0,0,0,0,0,1,0,3,0,0,0,47,10,22,0.3,0.7,0.75,
365,J. Archib,RW,EDM,68,12,10,22,15,5,0,0,0,0,0,1,0,1,0,3,0,92,1,22,0.3,1,1,
366,R. Hintz,LW,DAL,58,9,13,22,24,0,2,0,3,3,0,0,1,3,0,0,0,99,-11,22,0.4,0.93,0.81,
367,D. Demelo,D,OTT,77,4,18,22,32,0,0,0,0,3,0,1,0,0,0,0,0,109,-1,22,0.3,0.9,0.9,
368,J. Dickin,C,DAL,67,6,16,22,23,5,0,0,0,0,0,0,2,2,0,0,0,94,9,22,0.3,1.5,1.5,
369,M. Granlu,LW,EDM,77,12,10,22,20,0,8,3,2,1,0,1,0,1,0,2,0,123,-4,22,0.3,1.3,1.3,
370,M. Dumba,D,MIN,32,12,10,22,21,5,0,0,6,6,0,0,0,1,0,0,0,93,-5,22,0.7,7.4,6,
371,J. Benn,D,VAN,81,5,17,22,39,5,0,0,0,0,0,0,0,1,0,2,0,93,15,22,0.3,2.4,2,
372,B. Dillon,D,SJ,82,1,21,22,61,5,0,0,0,0,1,0,0,0,0,0,0,71,19,22,0.3,3.9,3.27,
373,O. Kase,RW,ANA,30,11,9,20,2,0,1,0,1,3,0,0,0,2,0,0,1,94,0,22,0.7,2.6,2.6,
374,M. Nutiva,D,CLB,80,5,16,21,6,0,0,0,0,0,0,0,0,1,0,0,0,99,3,21,0.3,2.5,2.7,
375,S. Kuraly,C,BOS,71,8,13,21,38,10,0,0,0,0,0,0,1,3,0,2,0,134,6,21,0.3,1.48,1.28,
376,A. Pelech,D,NYI,78,5,16,21,24,0,0,0,0,0,0,0,0,0,0,0,0,110,22,21,0.3,1.93,1.6,
377,A. Wagner,LW,LA,62,12,9,21,16,0,0,0,0,0,0,0,0,0,0,0,0,67,2,21,0.3,0.79,0.76,
378,J. Weal,C,MON,63,8,13,21,18,0,2,1,2,4,0,0,0,1,0,2,0,75,-8,21,0.3,1.3,1.4,
379,T. Brouwe,RW,FLA,75,12,9,21,47,15,0,0,0,0,1,0,0,1,0,1,0,86,-6,21,0.3,-,-,
380,K. Cliffo,LW,LA,72,11,10,21,96,30,0,0,1,0,0,0,0,2,0,1,0,115,4,21,0.3,1.9,1.6,
381,B. Hutton,D,VAN,69,5,15,20,43,5,0,0,1,7,0,1,0,1,0,1,0,114,-23,20,0.3,-,-,
382,T. Boyd,C,WAS,53,5,15,20,6,0,0,0,0,2,0,0,0,1,0,0,0,35,6,20,0.4,0.8,0.8,
383,D. Backes,RW,BOS,70,7,13,20,31,15,2,1,2,5,0,0,0,1,0,0,0,129,0,20,0.3,4,6,
384,T. Ennis,RW,OTT,51,12,6,18,2,0,1,0,2,3,0,0,0,1,0,0,1,81,-6,20,0.4,0.8,0.8,
385,D. DeKeys,D,DET,52,5,15,20,39,5,0,0,0,0,0,0,1,3,0,0,0,59,2,20,0.4,5.5,5,
386,R. Gudas,D,WAS,77,4,16,20,63,15,0,0,0,0,0,0,0,0,0,0,0,136,6,20,0.3,2.5,3.35,
387,O. Lindbe,LW,OTT,55,9,11,20,28,0,1,0,0,1,0,0,0,0,0,0,0,91,4,20,0.4,-,-,
388,Z. Sanfor,LW,STL,60,8,12,20,21,0,0,0,0,1,0,0,0,2,0,0,0,77,8,20,0.3,1.5,1.5,
389,C. Fische,RW,ARI,71,11,7,18,27,5,0,0,0,0,0,0,0,0,0,0,1,116,-13,20,0.3,0.83,0.82,
390,R. Hagg,D,PHI,82,5,15,20,63,0,0,0,0,0,0,0,0,1,0,1,0,86,-3,20,0.2,1.3,1.15,
391,J. Oester,D,ARI,71,6,14,20,12,0,0,0,3,4,0,0,0,0,0,0,0,77,-3,20,0.3,1.2,1.4,
392,C. Rowney,C,ANA,62,7,13,20,12,0,0,0,0,0,1,0,0,0,0,1,0,53,0,20,0.3,1,1.13,
393,A. Erne,LW,DET,65,7,13,20,40,10,0,0,2,0,0,0,0,3,0,0,0,70,10,20,0.3,1.05,1.05,
394,A. Larsso,D,EDM,82,3,17,20,44,0,0,0,0,0,0,1,0,0,0,0,0,117,-28,20,0.2,5.05,4.17,
395,N. Jensen,D,WAS,80,2,18,20,21,5,0,0,0,0,0,1,0,0,0,0,0,94,4,20,0.3,3,2.5,
396,J. Fast,RW,NYR,66,8,12,20,26,0,0,0,0,0,0,0,0,1,0,0,0,80,-3,20,0.3,1.95,1.85,
397,B. Chiaro,D,MON,78,5,15,20,62,0,0,0,0,0,0,1,0,1,0,0,0,111,6,20,0.3,3.5,3.5,
398,J. Chychr,D,ARI,53,5,15,20,28,0,0,0,3,5,0,0,0,0,0,0,0,117,-12,20,0.4,2.6,4.6,
399,R. Reaves,RW,VEG,80,9,11,20,74,15,0,0,3,0,0,0,0,2,0,0,0,95,1,20,0.3,2.78,2.78,
400,M. Lucic,LW,CAL,79,6,14,20,91,10,0,0,2,2,0,0,0,0,0,0,0,74,-9,20,0.3,6,6,
401,M. Cullen,C,PIT,71,7,13,20,14,0,0,0,0,0,2,2,0,2,0,0,0,87,6,20,0.3,-,-,
402,M. Paajar,LW,OTT,80,11,8,19,6,0,0,0,0,0,1,1,0,1,0,2,0,119,-14,19,0.2,-,-,
403,C. Wagner,RW,BOS,76,12,7,19,51,15,0,0,0,0,0,0,0,1,0,1,0,135,3,19,0.3,1.25,1.25,
404,J. Boychu,D,NYI,74,3,16,19,25,5,0,0,1,2,0,1,0,1,0,0,0,157,10,19,0.3,6,6,
405,C. Hageli,LW,WAS,58,5,14,19,30,0,0,0,0,0,0,0,0,2,0,0,0,99,7,19,0.3,3.5,2.75,
406,T. Hamoni,D,CAL,69,7,12,19,33,5,0,0,0,0,1,2,0,1,0,0,0,128,21,19,0.3,4.88,3.86,
407,M. Folign,LW,MIN,82,7,12,19,55,25,0,0,0,1,0,1,0,0,0,0,0,91,-1,19,0.2,3.5,2.88,
408,J. Abdelk,LW,DET,71,6,13,19,38,10,2,0,1,1,1,0,0,0,0,1,0,95,-14,19,0.3,4.75,4.25,
409,D. Kampf,C,CHI,63,4,15,19,14,0,0,0,0,0,0,0,0,0,0,0,0,72,-6,19,0.3,1,1,
410,J. Neal,RW,EDM,63,7,12,19,28,0,3,0,2,4,0,0,0,1,0,0,0,141,-5,19,0.3,5.75,5.75,
411,B. Gibbon,LW,CAR,64,8,11,19,20,0,0,0,0,0,0,0,0,0,0,0,0,50,-5,19,0.3,0.73,0.73,
412,G. Hathaw,RW,WAS,76,11,8,19,56,10,0,0,0,0,2,0,0,5,0,1,0,77,14,19,0.3,2,1.5,
413,S. Mayfie,D,NYI,79,4,15,19,68,20,0,0,0,0,1,0,0,0,0,1,0,104,18,19,0.2,1.2,1.45,
414,Z. Bogosi,D,BUF,65,3,16,19,52,20,0,0,0,1,1,0,0,0,0,0,0,93,-5,19,0.3,6,5.14,
415,R. Anders,D,CAL,79,2,17,19,23,5,0,0,0,2,0,0,0,0,0,0,0,115,17,19,0.2,0.78,0.76,
416,R. Sheaha,C,EDM,82,9,10,19,17,5,0,0,0,0,1,1,0,2,0,1,0,110,-9,19,0.2,0.9,0.9,
417,J. Brodin,D,MIN,82,4,14,18,30,0,0,0,0,1,1,0,0,2,0,1,0,111,-15,18,0.2,4.75,4.17,
418,J. Khaira,C,EDM,60,3,15,18,43,10,1,0,0,0,1,1,0,0,0,0,0,64,-12,18,0.3,1.1,1.2,
419,M. Grzelc,D,BOS,66,3,15,18,68,5,0,0,1,5,0,0,0,0,0,0,0,90,9,18,0.3,1.4,1.4,
420,Z. Girgen,LW,BUF,72,5,13,18,17,5,0,0,0,0,0,0,0,0,0,0,0,78,-11,18,0.3,1.6,1.6,
421,A. Watson,LW,NAS,37,7,9,16,39,25,0,0,1,0,0,0,0,1,0,2,1,64,11,18,0.5,1.2,1.1,
422,D. Toews,D,NYI,48,5,13,18,4,0,0,0,1,3,0,0,1,2,0,0,0,81,7,18,0.4,0.75,0.7,
423,C. Garlan,RW,ARI,47,13,5,18,12,0,1,1,4,2,0,0,0,2,0,0,0,118,1,18,0.4,0.75,0.78,
424,B. Pirri,C,VEG,31,12,6,18,6,0,2,0,3,1,0,0,0,3,0,0,0,82,7,18,0.6,0.78,0.78,
425,B. Comeau,LW,DAL,77,7,11,18,42,0,0,0,0,0,0,0,0,2,0,0,0,102,-7,18,0.2,2.6,2.4,
426,A. Czarni,C,CAL,54,6,12,18,8,0,0,0,0,3,0,0,0,3,0,1,0,65,-1,18,0.3,1.25,1.25,
427,M. Rasmus,C,DET,62,8,10,18,29,5,1,0,4,0,0,0,0,0,0,0,0,74,-8,18,0.3,0.93,0.89,
428,H. Borgst,C,FLA,50,8,10,18,4,0,0,0,3,4,0,0,0,0,0,0,0,54,-14,18,0.4,0.93,0.93,
429,M. Raffl,RW,PHI,67,6,12,18,32,0,0,0,0,0,1,0,0,1,0,1,0,65,-1,18,0.3,1.8,1.6,
430,R. Carpen,C,CHI,68,5,13,18,8,0,0,0,0,0,1,1,0,0,0,1,0,102,-6,18,0.3,1,1,
431,A. Martin,D,LA,60,4,14,18,8,0,0,0,0,2,0,0,0,2,0,0,0,78,-2,18,0.3,4.15,4,
432,D. Helm,LW,DET,61,7,10,17,20,0,0,0,0,0,1,3,0,0,0,0,0,107,-11,17,0.3,3,3.85,
433,B. Lemieu,LW,NYR,63,12,5,17,108,30,0,0,0,0,0,0,0,1,0,0,0,67,6,17,0.3,0.93,0.93,
434,T. Nosek,LW,VEG,68,8,9,17,18,0,0,0,0,0,1,0,0,1,0,0,0,116,-10,17,0.3,1,1,
435,A. Stralm,D,FLA,47,2,15,17,8,0,0,0,0,1,0,0,0,0,0,0,0,57,12,17,0.4,5.5,5.5,
436,L. Kunin,C,MIN,49,6,11,17,27,5,1,0,0,1,0,0,0,1,0,0,0,88,-9,17,0.3,0.93,0.93,
437,S. Andrig,RW,COL,64,7,10,17,14,0,1,0,0,0,0,0,0,1,0,0,0,95,10,17,0.3,-,-,
438,M. Bennin,D,EDM,70,5,12,17,33,5,0,0,0,1,0,1,0,0,0,0,0,94,11,17,0.2,2,1.9,
439,B. Goodro,RW,SJ,82,7,10,17,76,30,0,0,0,0,1,0,0,3,0,0,0,84,4,17,0.2,1,0.93,
440,A. Coglia,C,DAL,78,6,11,17,22,0,0,0,1,0,0,0,0,1,0,0,0,106,1,17,0.2,3.25,3.25,
441,B. Kulak,D,MON,57,6,11,17,31,5,0,0,0,0,1,0,0,3,0,0,0,102,12,17,0.3,1.95,1.85,
442,J. Bouwme,D,STL,78,3,14,17,40,0,0,0,0,0,0,0,0,1,0,0,0,82,-3,17,0.2,3.25,3.25,
443,R. Callah,RW,OTT,52,7,10,17,14,0,0,0,1,0,0,1,0,3,0,1,0,76,7,17,0.3,4.7,5.8,
444,C. Paquet,C,TB,80,13,4,17,80,10,0,0,0,0,2,0,0,1,0,0,0,87,7,17,0.2,1.65,1.65,
445,T. Dermot,D,TOR,64,4,13,17,22,0,0,0,0,0,0,0,0,0,0,0,0,98,-5,17,0.3,0.83,0.86,
446,S. Vatane,D,NJ,50,4,13,17,22,0,0,0,3,2,0,0,0,0,0,0,0,107,-17,17,0.3,4.5,4.88,
447,Z. Aston-,LW,PIT,43,8,9,17,26,10,0,0,0,0,1,0,0,1,0,1,0,76,12,17,0.4,1,1,
448,S. Harrin,D,CLB,73,2,15,17,23,5,0,0,0,0,0,0,0,0,0,0,0,54,6,17,0.2,1.6,1.63,
449,T. Motte,C,VAN,74,9,7,16,10,0,0,0,0,0,2,0,0,1,0,2,0,114,-12,16,0.2,0.98,0.98,
450,D. Cholow,D,DET,52,7,9,16,16,0,0,0,4,5,0,0,0,1,0,0,0,71,-20,16,0.3,0.93,0.89,
451,M. Grabne,LW,ARI,41,9,7,16,8,0,0,0,0,0,6,3,1,1,0,0,0,65,-2,16,0.4,3.78,3.35,
452,J. Manson,D,ANA,74,3,13,16,62,10,0,0,0,0,0,1,0,0,0,0,0,96,-8,16,0.2,4.25,4.1,
453,M. Karlss,C,SJ,79,12,4,16,26,0,0,0,0,0,0,0,0,2,0,2,0,79,-1,16,0.2,2,2,
454,K. Russel,D,EDM,72,3,13,16,27,5,0,0,0,0,0,1,0,0,0,0,0,63,5,16,0.2,4,4,
455,A. Biega,D,VAN,41,2,14,16,22,0,0,0,0,1,0,0,0,0,0,0,0,91,0,16,0.4,0.7,0.83,
456,E. Cernak,D,TB,58,5,11,16,58,10,0,0,1,0,0,0,0,1,0,0,0,107,25,16,0.3,0.7,0.7,
457,J. Braun,D,PHI,78,2,14,16,35,5,0,0,0,1,0,0,0,0,0,0,0,105,-14,16,0.2,3.8,3.8,
458,D. Malgin,C,FLA,50,7,9,16,14,0,0,0,0,1,0,0,0,0,0,0,0,66,-10,16,0.3,0.75,0.75,
459,B. McNabb,D,VEG,81,4,12,16,52,0,0,0,0,0,0,1,0,1,0,1,0,84,11,16,0.2,2.5,2.5,
460,J. Merril,D,VEG,57,3,12,15,53,5,0,0,0,0,1,0,0,0,0,0,0,72,16,15,0.3,1.48,1.38,
461,C. Scevio,C,FLA,59,5,10,15,15,5,0,0,0,1,0,0,0,0,0,1,0,116,-2,15,0.3,1.2,1.2,
462,J. Schult,D,PIT,29,2,13,15,4,0,0,0,1,5,0,0,0,0,0,0,0,47,0,15,0.5,6,5.5,
463,P. Bellem,C,COL,76,6,9,15,6,0,0,0,0,0,2,0,0,0,0,1,0,108,2,15,0.2,2.15,1.8,
464,M. Weegar,D,FLA,64,4,11,15,64,20,0,0,0,1,0,0,0,2,0,0,0,79,-3,15,0.2,1.6,1.6,
465,E. Fehr,C,MIN,72,7,8,15,30,0,0,0,0,0,0,1,0,0,0,2,0,67,-8,15,0.2,-,-,
466,W. Foegel,LW,CAR,77,10,5,15,20,0,0,0,0,0,0,0,0,3,0,0,0,106,-17,15,0.2,0.78,0.75,
467,I. Cole,D,COL,71,2,13,15,115,20,0,0,0,0,0,0,0,0,0,1,0,82,-1,15,0.2,4.75,4.25,
468,M. Lajoie,D,OTT,56,7,8,15,20,0,0,0,4,4,0,0,0,0,0,0,0,79,-25,15,0.3,0.7,0.71,
469,N. Holden,D,VEG,61,3,12,15,14,0,0,0,0,0,0,2,0,0,0,0,0,77,5,15,0.2,1.8,2.2,
470,T. van Ri,D,CAR,78,3,11,14,10,0,0,0,0,0,0,0,0,1,0,0,0,102,-4,14,0.2,2.5,2.3,
471,M. Martin,LW,NYI,67,6,8,14,53,15,0,0,0,0,0,0,0,1,0,1,0,62,5,14,0.2,1.75,2.5,
472,C. de Haa,D,CHI,74,1,13,14,20,0,0,0,0,0,0,0,0,1,0,0,0,102,1,14,0.2,4.7,4.55,
473,J. Larsso,C,BUF,73,6,8,14,37,5,0,0,0,0,1,0,0,0,0,0,0,79,-8,14,0.2,1.55,1.55,
474,D. Grant,C,ANA,56,4,10,14,14,0,0,0,0,0,0,1,0,1,0,0,0,74,-6,14,0.3,0.7,-,
475,R. Balcer,LW,OTT,36,5,9,14,10,0,0,0,3,1,0,0,0,1,0,0,0,48,-7,14,0.4,0.79,0.76,
476,J. McCabe,D,BUF,59,4,10,14,35,5,0,0,0,0,1,0,0,0,0,0,0,64,-4,14,0.2,2.85,2.85,
477,B. Dubins,C,CLB,61,6,8,14,36,10,0,0,0,0,0,1,0,0,0,1,0,63,-16,14,0.2,5.85,5.85,
478,O. Maatta,D,CHI,60,1,13,14,12,0,0,0,1,3,0,0,0,1,0,0,0,74,9,14,0.2,4.08,4.08,
479,S. Baerts,LW,VAN,26,9,5,14,6,0,0,0,3,4,0,0,0,0,0,0,0,43,-9,14,0.5,3.7,3.37,
480,N. Zaitse,D,OTT,81,3,11,14,18,0,0,0,0,0,0,0,0,0,0,0,0,71,2,14,0.2,4.5,4.5,
481,N. Acciar,C,FLA,72,6,8,14,47,15,0,0,0,0,0,0,0,2,0,0,0,99,-3,14,0.2,2,1.67,
482,D. Forbor,D,LA,81,2,12,14,52,0,0,0,0,0,0,0,0,1,0,0,0,75,-13,14,0.2,2.8,2.53,
483,F. Gauthi,C,TOR,70,3,11,14,12,0,0,0,0,0,0,0,0,0,0,0,0,46,3,14,0.2,0.7,0.68,
484,N. Zadoro,D,COL,70,7,7,14,75,15,0,0,0,0,0,0,0,0,0,0,0,100,19,14,0.2,3.2,3.2,
485,Z. Chara,D,BOS,62,5,9,14,57,15,0,0,1,2,0,0,0,2,0,1,0,99,22,14,0.2,2,2,
486,J. Erikss,C,MIN,58,7,7,14,20,0,0,0,0,0,0,0,0,2,0,0,0,111,-7,14,0.2,1.45,1.49,
487,D. Staffo,RW,MIN,57,5,8,13,18,0,6,2,1,1,0,0,0,0,0,0,0,77,-7,13,0.2,-,-,
488,N. Thomps,C,MON,78,5,8,13,17,5,0,0,0,0,0,0,0,0,0,1,0,71,-1,13,0.2,1,1,
489,R. Grimal,RW,NAS,53,5,8,13,10,0,0,0,0,0,0,0,0,0,0,0,0,81,-2,13,0.2,1,1,
490,J. Johnso,D,PIT,82,1,12,13,41,5,0,0,1,1,0,2,0,0,0,0,0,86,-4,13,0.2,4,3.25,
491,V. Mete,D,MON,71,0,13,13,6,0,0,0,0,0,0,0,0,0,0,0,0,65,17,13,0.2,0.76,0.75,
492,S. Steel,C,ANA,22,6,5,11,8,0,1,0,0,2,1,0,0,0,0,0,1,33,2,13,0.6,0.83,0.86,
493,M. Amadio,C,LA,43,6,7,13,6,0,0,0,0,0,0,0,0,0,0,0,0,37,-1,13,0.3,0.7,0.7,
494,A. Mangia,LW,CAL,44,8,5,13,12,0,1,0,0,0,0,0,0,1,0,0,0,65,11,13,0.3,0.72,0.72,
495,M. Staal,D,NYR,79,3,10,13,32,0,0,0,0,0,0,0,0,0,0,0,0,84,-9,13,0.2,5,5.7,
496,M. Scande,D,BUF,63,6,7,13,26,0,0,0,0,0,0,1,0,1,0,0,0,83,-13,13,0.2,4.75,4,
497,C. Murphy,D,CHI,52,5,8,13,40,0,0,0,0,0,0,0,0,1,0,0,0,84,12,13,0.3,4.4,3.85,
498,T. Terry,RW,ANA,32,4,9,13,2,0,3,1,2,4,0,0,0,0,0,0,0,25,8,13,0.4,0.93,0.93,
499,B. Seney,LW,NJ,51,5,8,13,31,5,0,0,0,1,0,0,0,0,0,0,0,49,-14,13,0.3,0.78,0.76,
500,J. Moore,D,BOS,61,4,9,13,26,0,0,0,2,1,0,0,0,1,0,0,0,97,0,13,0.2,3.25,2.75,
501,B. Smith,D,NYR,63,4,9,13,71,15,0,0,0,0,0,1,0,0,0,0,0,66,-7,13,0.2,4.53,4.35,
502,V. Sobotk,C,BUF,69,5,8,13,26,0,1,0,0,0,0,1,0,0,0,0,0,71,-20,13,0.2,3,3.5,
503,T. Heed,D,SJ,37,2,11,13,10,0,0,0,1,2,0,0,0,0,0,0,0,41,9,13,0.4,0.96,0.96,
504,J. Beagle,C,VAN,57,3,10,13,18,0,0,0,0,0,1,0,0,0,0,1,0,45,-8,13,0.2,3.2,3,
505,S. Gagner,RW,EDM,32,6,7,13,14,0,3,1,1,0,0,0,0,1,0,0,0,68,-6,13,0.4,3.2,3.15,
506,P. Lindho,C,BOS,65,1,12,13,18,0,0,0,0,0,0,0,0,0,0,0,0,65,5,13,0.2,0.85,0.85,
507,R. Nash,C,CLB,78,3,9,12,19,5,0,0,0,0,0,0,0,1,0,1,0,79,-8,12,0.2,2.75,2.75,
508,H. Jokiha,D,BUF,38,0,12,12,16,0,0,0,0,1,0,0,0,0,0,0,0,62,-7,12,0.3,0.93,0.93,
509,M. Kruger,C,CHI,74,4,8,12,30,0,0,0,0,0,0,1,0,2,0,0,0,74,-2,12,0.2,-,-,
510,J. Nordst,C,BOS,70,7,5,12,13,5,0,0,0,0,0,0,1,3,0,0,0,103,0,12,0.2,1.1,1,
511,J. Hawryl,C,FLA,42,7,5,12,16,0,0,0,0,1,0,0,0,0,0,0,0,35,-8,12,0.3,0.87,0.87,
512,C. Tanev,D,VAN,55,2,10,12,18,0,0,0,0,0,0,0,0,0,0,0,0,51,3,12,0.2,5.25,4.45,
513,T. Lewis,C,LA,44,3,9,12,9,5,0,0,0,0,0,0,0,1,0,0,0,87,-9,12,0.3,2,2,
514,N. Beauli,D,WIN,48,3,9,12,39,15,0,0,0,1,0,0,0,0,0,0,0,60,6,12,0.3,1,1,
515,J. Oleksi,D,DAL,57,4,8,12,45,15,0,0,0,0,0,0,0,0,0,0,0,55,5,12,0.2,1.96,2.14,
516,T. Thomps,RW,BUF,65,7,5,12,20,0,3,1,1,0,0,0,0,0,0,0,0,108,-22,12,0.2,0.93,0.93,
517,T. Pitlic,C,PHI,47,8,4,12,6,0,0,0,1,0,0,0,0,1,0,0,0,75,-2,12,0.3,1,1,
518,C. Wolani,D,OTT,30,4,8,12,6,0,0,0,0,3,0,0,0,1,0,0,0,36,3,12,0.4,0.8,0.9,
519,D. Poulio,D,STL,62,3,9,12,30,0,0,0,1,0,0,0,1,1,0,0,0,58,-1,12,0.2,0.7,0.7,
520,D. Engell,D,VEG,74,2,10,12,18,0,0,0,0,0,0,0,0,1,0,0,0,105,-3,12,0.2,0.7,0.7,
521,A. Gaudet,C,VAN,56,5,7,12,18,0,0,0,0,2,0,0,0,1,0,0,0,55,-8,12,0.2,0.93,0.92,
522,J. Pageau,C,OTT,39,4,8,12,14,0,0,0,0,0,0,0,0,0,0,0,0,83,-12,12,0.3,3.4,3.1,
