C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
707,S. Wilson,C,BUF,15,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,25,-8,3,0.2,1.1,1.05,
708,N. Petan,LW,TOR,18,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,15,-5,3,0.2,0.78,0.78,
709,A. Bitett,D,WIN,36,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,30,-7,3,0.1,0.7,0.7,
710,X. Ouelle,D,MON,19,0,3,3,13,5,0,0,0,0,0,0,0,0,0,0,0,32,-3,3,0.2,0.7,0.7,
711,C. Bishop,C,CAR,20,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,16,-3,3,0.2,0.7,0.7,
712,K. Gravel,D,TOR,36,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,44,-2,3,0.1,0.7,0.7,
713,J. Ho-San,RW,NYI,10,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0.2,0.87,0.87,
714,N. Paul,LW,OTT,20,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,30,-10,2,0.1,0.75,0.75,
715,T. Lewing,D,WAS,2,1,1,2,7,5,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0.7,0.68,
716,A. Greer,LW,COL,15,1,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,9,-2,2,0.1,0.74,0.74,
717,J. L'Espe,RW,DAL,18,2,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,24,-4,2,0.1,0.75,0.72,
718,L. Schenn,D,TB,26,0,2,2,16,10,0,0,0,0,0,0,0,0,0,0,0,30,-10,2,0.1,0.7,0.7,
719,D. Prout,D,SJ,20,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,0.1,0.8,0.8,
720,A. Agozzi,C,PIT,11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0.2,0.7,0.7,
721,J. Nolan,C,STL,14,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,0.1,0.7,0.7,
722,I. Lundes,C,ANA,15,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,2,0.1,0.93,0.93,
723,D. Archib,RW,TOR,12,1,1,2,12,10,0,0,0,0,0,0,0,0,0,0,0,10,-3,2,0.2,-,-,
724,I. McCosh,D,FLA,19,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,15,-2,2,0.1,0.7,0.7,
725,M. Voroby,C,PHI,15,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0.1,0.82,0.78,
726,A. Petrov,D,BOS,35,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,47,-15,2,0.1,-,-,
727,C. Smith,LW,BUF,11,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,2,0.2,0.7,0.7,
728,J. Brown,D,FLA,37,1,1,2,28,20,0,0,0,0,0,0,0,0,0,0,0,28,-3,2,0.1,0.7,0.68,
729,L. Witkow,D,TB,34,0,2,2,23,15,0,0,0,0,0,0,0,0,0,0,0,14,-5,2,0.1,0.7,0.7,
730,P. Myers,D,PHI,21,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,25,-5,2,0.1,0.7,0.68,
731,E. Tolvan,LW,NAS,4,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0.5,0.93,0.89,
732,J. Schmal,D,TOR,20,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,-7,2,0.1,0.7,0.7,
733,M. Necas,C,CAR,7,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.3,0.93,0.89,
734,M. Hanzal,C,DAL,7,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,14,-4,2,0.3,4,4.75,
735,K. Yamamo,RW,EDM,17,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,13,-6,2,0.1,0.93,0.89,
736,C. Ruhwed,D,PIT,18,1,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,22,-9,2,0.1,0.7,0.7,
737,M. Hunwic,D,BUF,14,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,10,-7,2,0.1,1.75,2.25,
738,D. Martel,LW,TB,9,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2,0.2,0.7,0.7,
739,D. Schlem,D,MON,18,0,2,2,4,0,0,0,0,2,0,0,0,0,0,0,0,29,-1,2,0.1,-,-,
740,A. Johnso,LW,PIT,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0.3,0.7,0.7,
741,T. Pyatt,LW,OTT,37,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,29,-16,2,0.1,-,-,
742,Z. Trotma,D,PIT,13,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,16,4,1,0.1,0.7,0.7,
743,C. Schill,D,WIN,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.3,0.7,0.7,
744,S. Carric,C,ANA,6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,0.2,0.7,0.7,
745,K. MacDer,D,LA,11,0,1,1,11,5,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,0.1,0.7,0.68,
746,M. Read,RW,TOR,12,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,-2,1,0.1,-,-,
747,M. Donova,D,NAS,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0.7,0.68,
748,K. Rau,C,MIN,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.2,0.7,0.7,
749,K. Vesala,LW,WIN,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2,0.93,0.89,
750,B. Davids,D,CAL,10,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,7,-4,1,0.1,0.7,0.7,
751,S. Elliot,D,OTT,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0.3,-,-,
752,C. Rosen,D,COL,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,1,0.3,0.75,0.75,
753,C. McLeod,LW,NAS,38,1,0,1,67,30,0,0,0,0,0,0,0,0,0,0,0,22,-13,1,0,-,-,
754,J. Garris,D,CHI,17,1,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,16,1,1,0.1,-,-,
755,L. Sbisa,D,NYI,9,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.1,-,-,
756,E. Tangra,LW,NJ,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-3,1,0.2,-,-,
757,M. Belesk,LW,NYR,4,1,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0.3,3,3.8,
758,K. Alzner,D,MON,9,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0.1,4.63,4.63,
759,D. Tonina,C,FLA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0.78,0.78,
760,M. Bartko,D,MIN,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,0.7,0.7,
761,M. Barber,D,COL,12,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,11,-6,1,0.1,1.45,1.45,
762,D. Fabbro,D,NAS,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,0.3,0.93,0.93,
763,J. Schuld,D,VEG,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,0.85,0.85,
764,B. Lashof,D,DET,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0.3,0.7,0.7,
765,E. Condra,RW,COL,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,1,0.2,-,-,
766,Z. Dalpe,C,CLB,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,0.75,
767,M. Puempe,LW,DET,8,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,10,-2,1,0.1,0.7,0.68,
768,J. Holl,D,TOR,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,-5,1,0.1,0.7,0.68,
769,J. Dotchi,D,STL,20,0,1,1,39,5,0,0,0,0,0,1,0,0,0,0,0,7,-4,1,0.1,0.7,0.7,
770,A. Sautne,D,VAN,17,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,21,-2,1,0.1,0.7,0.68,
771,B. Pietil,LW,ANA,19,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,22,-7,1,0.1,0.7,0.7,
772,L. Johnso,C,MIN,15,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,19,-8,1,0.1,0.7,0.7,
773,R. Charti,C,SJ,13,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19,-5,1,0.1,-,-,
774,N. Scherb,RW,LA,8,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,-4,1,0.1,-,-,
775,J. MacDon,D,COL,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.8,0.75,
776,S. Milano,LW,CLB,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.1,0.87,0.87,
777,R. Elie,LW,BUF,16,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,-3,1,0.1,0.7,0.7,
778,J. Quenne,C,CHI,19,1,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,16,-1,1,0.1,0.7,0.75,
779,R. Murphy,D,NJ,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.3,-,-,
780,W. Megan,C,DET,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,-4,1,0.1,-,-,
781,J. Lauzon,D,BOS,16,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,11,-1,1,0.1,0.78,0.75,
782,C. Clifto,D,BOS,19,0,1,1,15,5,0,0,0,0,0,0,0,0,0,0,0,22,5,1,0.1,0.75,0.73,
783,D. Brickl,D,LA,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,1,0.3,0.7,0.7,
784,J. Middle,D,SJ,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0.3,0.77,0.74,
785,B. Guhle,D,ANA,8,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,15,-2,1,0.1,0.7,0.7,
786,M. Buntin,LW,ARI,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.2,0.7,0.7,
787,A. Texier,C,CLB,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0.5,0.93,0.9,
788,K. Kossil,C,TOR,8,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,11,-1,1,0.1,0.7,0.7,
789,F. Chlapi,C,OTT,5,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-2,1,0.2,0.7,0.73,
790,Z. Senysh,RW,BOS,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0.5,0.83,0.86,
791,T. Fritz,C,NYI,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,-3,1,0.1,0.7,0.7,
792,B. Gleaso,D,DAL,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0.3,0.77,0.76,
793,H. Fleury,D,CAR,20,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,4,1,0.1,0.85,0.85,
794,E. Boucha,D,EDM,7,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,10,-5,1,0.1,0.93,0.89,
795,A. Formen,LW,OTT,9,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,16,-2,1,0.1,0.79,0.75,
796,Z. MacEwe,C,VAN,4,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,2,-4,1,0.3,0.93,0.85,
797,N. Walker,LW,STL,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.3,0.7,0.7,
798,J. Anders,C,LA,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,1,0.2,0.79,0.75,
799,D. Heathe,D,DAL,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0.2,0.7,0.7,
800,J. Bailey,RW,VAN,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.1,0.7,0.7,
801,M. McCorm,LW,CAR,14,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,12,-6,1,0.1,0.7,0.7,
802,L. Hajek,D,NYR,5,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0.2,0.93,0.83,
803,D. Carr,LW,NAS,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,1,0.2,0.7,0.7,
804,J. Dowlin,C,DAL,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-4,1,0.1,0.75,0.75,
805,M. Tennys,D,NJ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,0,0.7,0.7,
806,L. O'Conn,RW,COL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0.93,0.93,
807,S. Rempal,RW,LA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0.87,0.87,
808,D. Gambre,C,SJ,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.7,
809,D. Gilber,D,CHI,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.93,
810,R. Lindgr,D,NYR,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,-6,0,0,0.93,0.93,
811,J. Teves,D,VAN,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.7,0.7,
812,W. Borgen,D,BUF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-5,0,0,0.93,0.86,
813,B. Keeper,D,FLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.93,0.93,
814,C. Marody,C,EDM,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0,0,0.93,0.93,
815,N. Sturm,C,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.87,0.87,
816,R. Kuffne,LW,DET,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-4,0,0,0.93,0.93,
817,J. Nilsso,C,CHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0.7,0.7,
818,B. Lizott,C,LA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.93,0.93,
819,R. Pitlic,RW,NAS,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.93,
820,B. Raffer,D,VAN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0.7,0.7,
821,T. Freder,C,BOS,15,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,19,-4,0,0,0.93,0.93,
822,J. Blandi,C,PIT,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0.7,0.7,
823,M. Dano,C,CLB,8,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0.8,0.8,
824,L. Dauphi,C,NAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0.7,0.7,
825,T. Carric,D,SJ,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.7,0.7,
826,S. Morin,D,PHI,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,0,0,0.7,0.7,
827,B. Malone,C,EDM,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0.7,0.7,
828,D. McIlra,D,DET,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0.7,0.7,
829,C. Conach,C,TB,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
830,R. Bouche,C,VAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,
831,L. Belped,D,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,
832,A. Blidh,LW,BOS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,
833,N. Soshni,RW,STL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-,-,
834,S. Fogart,C,NYR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,0,0,0.7,0.7,
835,A. Clende,D,CLB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.7,0.7,
836,J. Hicket,D,DET,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-9,0,0,0.7,0.7,
837,T. Goulbo,LW,VEG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.7,0.7,
838,C. De Leo,LW,ANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.75,0.75,
839,N. Nogier,D,WIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
840,N. Aube-K,RW,PHI,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.7,0.7,
841,C. Goloub,D,OTT,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.8,0.8,
842,D. MacKen,C,FLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,
843,K. Rychel,LW,CAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-,-,
844,C. Thorbu,RW,STL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,
845,P. Eaves,RW,ANA,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,-4,0,0,3,3.15,
846,A. Sustr,D,ANA,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-,-,
847,C. Lazar,C,BUF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.7,0.7,
848,P. Carey,C,BOS,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.7,0.7,
849,K. Roy,LW,FLA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0.85,0.85,
850,M. Alt,D,COL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.75,0.73,
851,M. Methot,D,DAL,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,-,-,
852,S. Gionta,RW,NYI,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,0,-,-,
853,C. Gaunce,D,TB,2,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0.7,0.7,
854,E. Gryba,D,CAL,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,-,-,
855,N. Prosse,D,PHI,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0.7,0.7,
856,A. Peluso,RW,EDM,4,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-,-,
857,A. Crackn,RW,ANA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,-,-,
858,L. Stempn,RW,BOS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-,-,
859,J. Falk,D,OTT,10,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,7,-4,0,0,-,-,
860,M. Letest,C,WIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.7,0.7,
861,D. Mermis,D,NJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7,0.7,
862,B. Gignac,C,NJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0.7,0.71,
863,R. Stillm,D,FLA,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.79,0.77,
864,D. O'Rega,C,BUF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.7,
865,C. Blackw,C,NAS,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0.7,0.68,
866,A. Greco,RW,FLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,0,0.7,0.7,
867,J. Kuokka,LW,CAR,7,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,6,-2,0,0,0.84,0.81,
868,J. Bean,D,CAR,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.83,0.86,
869,L. Brown,C,OTT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0.83,0.86,
870,J. Gilmou,D,BUF,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-3,0,0,0.7,0.7,
871,T. Gettin,LW,NYR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.77,0.73,
872,C. White,D,NJ,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0.7,0.73,
873,M. Mamin,C,FLA,7,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,8,-2,0,0,-,-,
874,E. Branns,D,OTT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.89,
875,U. Vaakan,D,BOS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0.93,0.93,
876,L. Sulak,D,DET,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,-4,0,0,-,-,
877,J. Kloos,RW,ANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.7,
878,M. Friedm,D,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.78,0.75,
879,K. Stenlu,C,CLB,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.93,0.86,
880,J. Jerabe,D,STL,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,-,-,
881,A. Lindho,D,COL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.74,0.74,
882,E. Robins,LW,CLB,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-4,0,0,0.87,0.87,
883,J. Rodewa,RW,OTT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.73,0.73,
884,J. Chelio,D,DET,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-,-,
885,K. Capobi,D,ARI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0.73,0.75,
886,A. Richar,C,NAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.7,0.69,
887,K. Sherwo,RW,CLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.69,
888,J. Hanley,D,DAL,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0.7,0.7,
889,G. Carlss,D,CLB,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.83,0.89,
890,J. Zboril,D,BOS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.83,0.86,
891,N. Roy,C,VEG,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.72,
892,N. Lappin,RW,STL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-6,0,0,0.7,0.7,
893,J. Jacobs,D,NJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.7,0.7,
894,P. Russel,RW,EDM,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.7,0.7,
895,V. Abramo,RW,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0.7,0.73,
896,G. Briseb,D,VAN,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,0,0,0.7,0.7,
897,E. Burgdo,D,WAS,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,-,-,
898,R. Lomber,LW,CAL,4,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
899,A. Englun,D,OTT,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,-,-,
900,D. Turgeo,C,DET,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,0,0.7,0.7,